account_id,loan_amount,outstanding_amount,days_past_due,customer_location,customer_income_band,previous_payment_history,num_contact_attempts,last_contact_channel,last_contact_outcome,assigned_channel,recovery_amount
A9069,56739,52112,190,Tier 3,Medium,Poor,4,Call,No Response,Field,0
A9070,158041,131572,193,Tier 2,Low,Average,5,Call,No Response,Field,74239
A9071,83019,52584,96,Tier 2,High,Poor,7,Call,Promised,Legal,0
A9072,37373,20873,78,Tier 2,High,Good,7,None,Refused,Field,5567
A9073,196353,99753,35,Tier 1,Medium,Poor,1,Field,Promised,Call,0
A9074,50187,27778,15,Tier 3,Medium,Average,7,Legal,Refused,Call,0
A9075,97863,63248,265,Tier 3,High,Poor,4,Call,Promised,Call,0
A9076,127927,99257,191,Tier 2,Low,Average,4,Call,Paid,Call,77695
A9077,114085,60693,269,Tier 3,Low,Poor,7,Field,Refused,Call,0
A9078,147996,84078,243,Tier 1,Medium,Good,6,Field,No Response,Call,0
A9079,69220,40877,291,Tier 3,Low,Average,7,Legal,No Response,Field,0
A9080,160503,130969,216,Tier 2,High,Average,1,Field,Promised,Call,0
A9081,37642,30410,86,Tier 3,Low,Average,7,Call,Paid,Call,0
A9082,109971,85269,177,Tier 3,Medium,Average,5,Field,No Response,Call,53605
A9083,85556,53493,65,Tier 1,Medium,Poor,1,Field,No Response,Call,0
A9084,194832,133568,90,Tier 3,Low,Good,4,Legal,Promised,Call,0
A9085,68192,37392,176,Tier 3,Low,Poor,7,None,Promised,Field,0
A9086,165453,101460,185,Tier 2,Low,Poor,2,Call,Refused,Call,0
A9087,180630,171391,290,Tier 3,Low,Average,5,Field,Refused,Call,0
A9088,60782,60164,158,Tier 3,High,Good,7,Call,Promised,Field,0
A9089,34782,28654,265,Tier 1,Low,Average,7,Call,Refused,Legal,0
A9090,180534,173025,290,Tier 3,Low,Average,4,Call,Promised,Field,64200
A9091,90030,73948,287,Tier 2,Medium,Average,2,Legal,Refused,Field,54255
A9092,86411,44639,288,Tier 3,Medium,Poor,2,None,Paid,Field,0
A9093,127469,127262,215,Tier 2,High,Average,7,Call,Refused,Call,0
A9094,76950,42282,39,Tier 2,High,Good,6,Legal,No Response,Field,0
A9095,163595,137635,227,Tier 3,High,Poor,5,Call,Paid,Field,64923
A9096,170749,106960,240,Tier 2,High,Average,4,Call,No Response,Call,0
A9097,176161,122606,171,Tier 2,Low,Good,3,Field,Promised,Call,38208
A9098,165653,136326,226,Tier 2,Medium,Poor,2,Field,Promised,Legal,0
A9099,172979,124241,237,Tier 2,Medium,Poor,7,Call,No Response,Legal,0
A9100,166681,104221,230,Tier 2,Medium,Poor,6,None,Refused,Field,0
A9101,80539,53737,243,Tier 1,Low,Average,1,Field,Refused,Call,0
A9102,52936,35508,82,Tier 1,Low,Good,3,None,Refused,Field,16275
A9103,80182,78551,104,Tier 1,Medium,Poor,6,Legal,Refused,Field,0
A9104,141259,127035,104,Tier 2,Low,Good,1,Legal,No Response,Field,49745
A9105,125042,91189,252,Tier 2,Low,Average,5,Call,Promised,Call,0
A9106,43163,25893,272,Tier 2,Medium,Poor,6,None,Refused,Legal,0
A9107,173609,157204,133,Tier 1,Medium,Average,7,Legal,Paid,Call,98261
A9108,52419,30329,297,Tier 1,High,Poor,2,Call,Refused,Call,0
A9109,151211,91517,276,Tier 2,Medium,Average,2,Legal,No Response,Call,0
A9110,152762,104337,118,Tier 2,High,Good,5,Legal,No Response,Call,22198
A9111,30834,28989,57,Tier 2,Low,Average,2,Field,Promised,Call,0
A9112,62214,35206,104,Tier 1,Medium,Poor,6,Call,Promised,Legal,0
A9113,32413,18187,42,Tier 2,Low,Good,3,Call,No Response,Field,13242
A9114,39505,29509,127,Tier 3,Medium,Poor,6,Field,Promised,Call,0
A9115,132802,84754,141,Tier 2,High,Good,3,Call,Promised,Field,0
A9116,163177,127990,260,Tier 1,Low,Good,6,Call,Promised,Call,0
A9117,158303,114899,131,Tier 1,Medium,Poor,5,Call,No Response,Field,0
A9118,144897,103960,227,Tier 3,Medium,Poor,6,Legal,No Response,Field,0
A9119,88408,49153,62,Tier 2,Medium,Good,7,Call,No Response,Legal,0
A9120,198751,113392,135,Tier 1,Low,Good,4,Field,Paid,Call,0
A9121,146908,133765,168,Tier 3,Low,Good,7,Legal,No Response,Field,61452
A9122,109731,103469,168,Tier 1,Low,Average,2,Call,Promised,Call,0
A9123,95131,58728,292,Tier 2,Low,Average,6,Call,Paid,Legal,0
A9124,94280,52488,98,Tier 1,Medium,Average,6,Call,No Response,Field,0
A9125,45762,24103,185,Tier 1,Medium,Good,7,None,No Response,Call,6453
A9126,147798,118851,168,Tier 2,Medium,Good,3,Call,No Response,Call,78527
A9127,146854,125953,258,Tier 1,Medium,Good,1,Field,No Response,Field,0
A9128,88703,60886,131,Tier 1,Low,Average,2,Legal,No Response,Field,0
A9129,93079,78171,246,Tier 3,Medium,Average,3,Call,Paid,Call,0
A9130,51577,44174,134,Tier 1,Medium,Average,3,Field,Promised,Call,0
A9131,31214,30204,288,Tier 2,Low,Average,7,Call,Paid,Call,23951
A9132,116339,61943,101,Tier 1,High,Poor,3,Call,Refused,Legal,0
A9133,78114,46567,114,Tier 3,Medium,Poor,4,Call,Promised,Legal,34535
A9134,93230,49809,51,Tier 3,Medium,Average,5,Call,Refused,Field,0
A9135,194052,181243,138,Tier 1,Low,Poor,4,Call,Refused,Call,0
A9136,97194,87114,62,Tier 2,Medium,Average,7,Call,No Response,Legal,0
A9137,142333,112061,177,Tier 3,High,Poor,7,Legal,No Response,Call,0
A9138,67792,36731,99,Tier 1,High,Poor,6,Call,No Response,Legal,0
A9139,75807,48262,256,Tier 2,Low,Average,1,Field,Promised,Call,0
A9140,155266,100745,183,Tier 3,High,Good,1,Call,Paid,Field,0
A9141,183373,143099,96,Tier 1,Low,Poor,5,Call,Promised,Call,0
A9142,166213,104551,159,Tier 3,High,Average,6,Field,Refused,Call,31242
A9143,134292,72044,258,Tier 1,Medium,Poor,5,Field,No Response,Call,0
A9144,152984,132389,124,Tier 2,Medium,Good,3,Call,Refused,Call,0
A9145,43777,28434,189,Tier 1,High,Poor,1,Field,Refused,Call,0
A9146,68346,49631,129,Tier 2,Medium,Average,3,Call,No Response,Field,0
A9147,84703,47758,37,Tier 1,Medium,Poor,5,Call,Promised,Field,0
A9148,124977,112638,126,Tier 1,Low,Poor,1,Field,Refused,Call,0
A9149,77819,60914,200,Tier 2,High,Poor,3,Call,Promised,Call,0
A9150,189541,180214,154,Tier 1,Medium,Average,2,Call,Paid,Call,0
A9151,164917,123314,271,Tier 2,Medium,Good,6,Field,Paid,Field,40689
A9152,140186,136080,151,Tier 1,Low,Average,2,Call,No Response,Call,0
A9153,53290,50408,123,Tier 1,Low,Average,3,Field,Refused,Call,0
A9154,142551,112362,282,Tier 2,Low,Poor,4,Call,No Response,Call,0
A9155,191771,185432,47,Tier 1,Low,Average,3,Legal,No Response,Field,0
A9156,128682,85128,206,Tier 3,Medium,Good,1,Call,No Response,Field,67473
A9157,164365,112231,22,Tier 2,Low,Average,5,Call,No Response,Call,0
A9158,148017,77374,121,Tier 3,Low,Average,3,Field,Refused,Field,24887
A9159,149496,118789,146,Tier 1,Medium,Good,1,Call,Promised,Legal,0
A9160,87089,74980,181,Tier 2,Low,Good,1,None,Promised,Field,0
A9161,177680,157559,136,Tier 2,High,Good,2,Legal,Paid,Field,60032
A9162,158713,91245,28,Tier 1,Low,Average,3,Call,No Response,Legal,0
A9163,46619,33662,217,Tier 3,Medium,Good,6,Call,Refused,Call,19311
A9164,108006,63554,167,Tier 3,Medium,Good,4,Call,No Response,Field,0
A9165,44779,37214,169,Tier 1,Low,Poor,4,Legal,Promised,Field,0
A9166,51630,29892,249,Tier 3,High,Good,5,Call,Promised,Legal,0
A9167,135575,129078,88,Tier 3,Medium,Average,5,Call,No Response,Call,0
A9168,145436,89489,206,Tier 1,Medium,Average,2,Call,Promised,Field,0
A9169,173250,111867,129,Tier 1,High,Poor,3,Call,No Response,Call,0
A9170,181007,167513,257,Tier 2,High,Good,5,Call,Refused,Call,0
A9171,52784,38491,148,Tier 1,Medium,Poor,3,Legal,Promised,Legal,0
A9172,184099,94258,235,Tier 1,Low,Average,6,Legal,Paid,Legal,0
A9173,142167,106240,92,Tier 1,Medium,Good,4,Legal,Refused,Field,0
A9174,97359,52795,35,Tier 1,Medium,Average,1,Legal,Promised,Call,0
A9175,108608,107812,137,Tier 2,Low,Poor,4,Call,Refused,Call,0
A9176,45111,35820,232,Tier 1,Medium,Average,2,None,Refused,Call,0
A9177,193384,121496,53,Tier 1,Medium,Average,3,Call,No Response,Call,45538
A9178,54161,42346,93,Tier 1,Medium,Average,1,Call,No Response,Field,0
A9179,148920,80183,34,Tier 2,Medium,Good,7,Call,Promised,Call,34384
A9180,134823,121333,229,Tier 2,High,Poor,7,Field,Paid,Call,0
A9181,155014,149226,213,Tier 3,High,Poor,1,Call,No Response,Call,0
A9182,160466,150392,202,Tier 3,Medium,Average,2,Field,No Response,Call,0
A9183,97313,65285,11,Tier 1,Low,Good,1,Call,Refused,Call,42093
A9184,185086,122690,211,Tier 1,High,Average,3,Field,No Response,Call,0
A9185,110308,57089,41,Tier 2,Low,Poor,4,Field,No Response,Legal,0
A9186,76389,63074,98,Tier 1,Low,Average,7,None,Paid,Legal,0
A9187,179233,137552,211,Tier 1,Medium,Good,3,Legal,No Response,Call,0
A9188,137800,100548,187,Tier 1,Medium,Average,5,Field,Paid,Legal,0
A9189,168562,160777,202,Tier 2,Medium,Average,7,None,No Response,Call,0
A9190,149547,87326,169,Tier 2,Medium,Good,1,Field,Refused,Call,0
A9191,54502,27514,213,Tier 3,High,Poor,1,Field,No Response,Legal,0
A9192,65757,35289,250,Tier 2,High,Poor,7,Call,Promised,Field,0
A9193,71111,43497,124,Tier 2,Medium,Poor,3,Call,No Response,Call,0
A9194,128273,66271,219,Tier 2,Medium,Average,7,Call,Refused,Field,36845
A9195,88645,66609,231,Tier 1,Medium,Average,6,Field,No Response,Field,0
A9196,140218,92129,191,Tier 1,Low,Average,2,Call,No Response,Legal,0
A9197,89055,52563,268,Tier 3,Medium,Good,6,Call,No Response,Legal,36062
A9198,149815,131094,49,Tier 1,High,Average,3,Call,Refused,Legal,0
A9199,170070,102420,69,Tier 1,High,Good,7,Call,Promised,Call,68138
A9200,189978,160303,20,Tier 1,Medium,Average,4,Call,Refused,Field,0
A9201,131026,88394,129,Tier 1,High,Average,2,Field,Refused,Legal,0
A9202,100192,75736,51,Tier 1,Medium,Good,1,Call,No Response,Call,0
A9203,197973,191426,199,Tier 2,High,Poor,6,Call,No Response,Field,0
A9204,82021,42542,132,Tier 1,High,Average,6,Call,Refused,Call,0
A9205,59092,44326,198,Tier 1,High,Good,1,Call,Refused,Legal,0
A9206,162314,150499,261,Tier 3,Low,Good,2,Call,Refused,Call,0
A9207,136843,108651,101,Tier 3,High,Good,2,Call,No Response,Field,0
A9208,162903,104003,222,Tier 2,Medium,Poor,2,Call,Paid,Field,0
A9209,80721,56411,211,Tier 2,Medium,Good,1,Call,Promised,Call,0
A9210,58511,49157,277,Tier 1,Medium,Good,1,Call,Refused,Field,0
A9211,102782,97170,164,Tier 3,Medium,Good,6,Field,No Response,Call,0
A9212,127003,66109,204,Tier 2,Low,Average,7,Call,Promised,Call,44925
A9213,179374,96103,37,Tier 2,Medium,Average,6,Field,Paid,Call,29474
A9214,85568,56691,203,Tier 2,High,Good,1,Field,Promised,Field,20078
A9215,164304,101275,232,Tier 2,High,Good,1,Call,Paid,Call,0
A9216,132062,83524,116,Tier 2,Medium,Poor,1,Call,Refused,Legal,0
A9217,134301,82008,158,Tier 2,High,Average,3,Field,Refused,Call,0
A9218,81507,48734,144,Tier 2,High,Good,3,Call,Refused,Field,0
A9219,154277,87214,104,Tier 3,Low,Average,3,Call,Paid,Call,26996
A9220,159999,154715,279,Tier 2,Medium,Good,2,Field,Paid,Field,0
A9221,130128,74445,135,Tier 1,Medium,Poor,1,Field,Paid,Call,0
A9222,40683,24499,21,Tier 2,Low,Average,6,Call,Promised,Legal,6702
A9223,53664,33439,13,Tier 3,Medium,Good,6,Legal,Paid,Field,23747
A9224,132364,127930,177,Tier 1,Medium,Average,3,Field,Refused,Call,0
A9225,194244,170518,17,Tier 3,High,Good,2,Call,Refused,Call,0
A9226,94340,84420,133,Tier 2,Medium,Average,4,Field,Paid,Field,0
A9227,117236,64758,194,Tier 2,Medium,Poor,7,None,Paid,Legal,13100
A9228,41017,37659,44,Tier 3,Medium,Average,7,Field,Promised,Call,21710
A9229,66613,46901,82,Tier 3,Medium,Average,5,None,Refused,Legal,0
A9230,60348,38104,22,Tier 3,Medium,Good,4,Call,No Response,Field,0
A9231,177520,139863,48,Tier 1,Medium,Average,4,Call,No Response,Call,0
A9232,39491,35979,93,Tier 1,High,Good,5,Call,Refused,Call,0
A9233,151070,134350,30,Tier 2,Medium,Average,6,Field,Paid,Field,0
A9234,88759,83877,262,Tier 3,Medium,Poor,2,Call,Promised,Field,0
A9235,162040,156217,267,Tier 3,Medium,Good,5,Call,Promised,Legal,0
A9236,30368,18799,39,Tier 1,Low,Poor,2,Call,Paid,Legal,13605
A9237,65010,46282,137,Tier 1,High,Average,4,Field,No Response,Call,0
A9238,65851,33407,49,Tier 3,Medium,Good,5,Legal,Promised,Call,10038
A9239,152761,143543,106,Tier 2,High,Good,4,Call,No Response,Call,0
A9240,186568,107703,233,Tier 2,Medium,Average,5,Call,No Response,Legal,0
A9241,157152,146267,101,Tier 3,High,Poor,7,Call,No Response,Legal,0
A9242,192008,127626,289,Tier 1,Medium,Average,5,Call,Promised,Legal,0
A9243,108858,74466,179,Tier 1,Low,Poor,1,Field,No Response,Legal,0
A9244,97005,50400,293,Tier 3,Low,Average,7,Legal,Promised,Call,0
A9245,67493,44777,231,Tier 1,Low,Good,3,Legal,Refused,Legal,0
A9246,197462,186440,126,Tier 1,Medium,Average,7,Call,No Response,Field,0
A9247,40292,20660,257,Tier 1,Low,Average,3,Call,Paid,Field,0
A9248,122377,86051,98,Tier 1,Medium,Average,4,Call,No Response,Field,0
A9249,189437,97692,87,Tier 1,Medium,Good,4,Call,Promised,Legal,74146
A9250,178279,122203,83,Tier 2,Medium,Good,4,Call,Promised,Call,0
A9251,131735,77238,23,Tier 3,Medium,Poor,1,Call,Promised,Legal,59819
A9252,52912,33128,54,Tier 1,Medium,Poor,1,Call,Paid,Call,0
A9253,110771,103991,47,Tier 3,Low,Poor,4,Field,Refused,Field,0
A9254,137293,98579,254,Tier 1,Medium,Average,1,Field,No Response,Legal,0
A9255,129083,82212,71,Tier 1,Low,Good,5,Call,Promised,Field,45091
A9256,143655,114158,105,Tier 2,Medium,Average,5,Legal,No Response,Call,0
A9257,180348,102988,261,Tier 3,Medium,Average,5,Call,No Response,Field,61821
A9258,127459,80260,70,Tier 3,Low,Good,3,Call,Promised,Field,0
A9259,166606,128807,278,Tier 1,Medium,Average,5,Field,No Response,Call,40184
A9260,196742,121736,128,Tier 1,Low,Good,7,Call,No Response,Field,0
A9261,141695,118962,96,Tier 3,Medium,Good,3,Field,Promised,Call,94037
A9262,197558,147328,92,Tier 1,Medium,Average,5,Legal,No Response,Legal,0
A9263,64268,56941,89,Tier 2,Medium,Good,4,Call,Refused,Call,0
A9264,137338,133784,237,Tier 1,High,Average,3,Field,Promised,Field,0
A9265,56336,31429,120,Tier 2,High,Good,1,Call,No Response,Field,0
A9266,33641,22449,80,Tier 2,Low,Average,6,Call,Refused,Legal,0
A9267,117132,77280,34,Tier 2,Medium,Poor,3,Call,Refused,Call,49743
A9268,62959,36238,288,Tier 3,Low,Average,2,Field,No Response,Field,18471
A9269,174378,157838,211,Tier 1,Medium,Poor,3,Call,No Response,Call,79011
A9270,104123,91621,234,Tier 1,Medium,Poor,5,Call,No Response,Legal,0
A9271,51498,38222,276,Tier 2,Medium,Poor,5,Call,Refused,Legal,0
A9272,100198,77040,292,Tier 1,Low,Poor,5,Call,Promised,Legal,0
A9273,57197,30301,126,Tier 1,Low,Good,1,Call,No Response,Legal,0
A9274,181791,141388,76,Tier 1,Medium,Average,4,Field,Paid,Call,80702
A9275,138775,124296,56,Tier 1,Medium,Poor,3,None,Paid,Field,38745
A9276,55032,43305,250,Tier 3,Low,Good,1,Call,No Response,Call,0
A9277,89624,56700,187,Tier 2,Medium,Average,2,Field,Refused,Legal,31650
A9278,108177,90195,17,Tier 2,Medium,Poor,3,Legal,Paid,Call,0
A9279,71964,48989,192,Tier 2,Medium,Poor,6,Call,Promised,Field,0
A9280,191100,147612,86,Tier 2,Low,Poor,5,Call,Paid,Call,0
A9281,141030,104895,76,Tier 2,High,Average,1,None,Refused,Legal,0
A9282,84646,58455,157,Tier 1,Medium,Poor,1,None,No Response,Call,0
A9283,111187,95558,182,Tier 1,Medium,Average,3,Call,No Response,Field,0
A9284,169608,159760,44,Tier 1,High,Good,6,Field,Refused,Field,0
A9285,147399,74083,86,Tier 3,Low,Poor,1,Field,No Response,Call,0
A9286,86747,83867,289,Tier 3,Medium,Poor,1,Field,Refused,Field,0
A9287,75712,57219,194,Tier 2,Medium,Average,1,Legal,Refused,Legal,13844
A9288,167345,142304,64,Tier 1,Low,Average,7,Field,Promised,Field,0
A9289,101820,94469,103,Tier 2,Medium,Average,3,Field,No Response,Legal,0
A9290,155342,113951,153,Tier 2,Low,Average,5,Legal,No Response,Call,0
A9291,121228,111225,256,Tier 1,Medium,Poor,6,Call,No Response,Call,0
A9292,104353,61444,209,Tier 1,Medium,Average,1,Field,No Response,Call,0
A9293,122091,70761,245,Tier 3,Medium,Poor,7,Field,Paid,Call,39829
A9294,115914,96062,229,Tier 2,High,Average,1,Legal,Refused,Legal,0
A9295,136718,127841,225,Tier 1,High,Poor,4,None,Paid,Call,0
A9296,178199,168614,58,Tier 1,Medium,Average,6,Field,No Response,Call,0
A9297,41539,34139,294,Tier 1,Low,Average,7,Call,Promised,Field,0
A9298,76219,58135,127,Tier 2,High,Poor,6,Field,No Response,Call,0
A9299,175764,117005,91,Tier 2,Medium,Good,2,Field,Refused,Call,63748
A9300,43334,42900,272,Tier 2,Medium,Poor,4,Field,No Response,Field,0
A9301,189687,125164,86,Tier 3,Medium,Good,5,Call,No Response,Call,0
A9302,37903,33054,220,Tier 3,Low,Average,7,Call,Paid,Field,13702
A9303,189599,145231,131,Tier 3,Medium,Good,4,Call,No Response,Call,36911
A9304,176701,142112,99,Tier 1,Low,Good,3,Call,Refused,Call,75331
A9305,88008,61318,267,Tier 2,Medium,Average,4,Field,Refused,Field,0
A9306,129318,127043,170,Tier 2,Medium,Good,3,Legal,No Response,Call,58756
A9307,187780,147565,185,Tier 2,High,Poor,4,None,Refused,Field,0
A9308,171932,166583,98,Tier 3,Medium,Poor,4,Field,Paid,Legal,64539
A9309,178510,89932,136,Tier 1,Medium,Poor,2,Legal,No Response,Legal,0
A9310,97300,76510,295,Tier 3,Low,Poor,7,Field,No Response,Field,0
A9311,159263,136742,269,Tier 2,Medium,Average,6,Call,Promised,Call,0
A9312,50842,44361,253,Tier 1,Medium,Good,3,Call,Refused,Field,0
A9313,72372,68933,120,Tier 2,Low,Poor,5,Field,Refused,Call,0
A9314,144316,72475,33,Tier 1,Medium,Average,6,Call,Refused,Legal,0
A9315,128971,64506,59,Tier 1,Medium,Good,1,Field,Paid,Field,0
A9316,68744,50604,46,Tier 3,Medium,Average,5,Field,Promised,Call,0
A9317,146082,75180,190,Tier 2,High,Average,4,Legal,No Response,Call,0
A9318,87442,86328,262,Tier 1,Low,Average,5,Field,No Response,Call,0
A9319,159070,97196,34,Tier 3,Medium,Good,4,Legal,No Response,Call,0
A9320,115990,85407,134,Tier 1,Medium,Average,4,Legal,Paid,Field,0
A9321,151670,80471,40,Tier 1,Low,Good,1,None,No Response,Call,36759
A9322,136917,104197,246,Tier 1,High,Poor,2,Legal,Refused,Call,0
A9323,33650,23217,236,Tier 1,High,Average,7,Call,No Response,Field,0
A9324,75117,39235,47,Tier 1,Medium,Average,2,None,No Response,Call,0
A9325,121244,80937,67,Tier 3,High,Poor,1,Call,No Response,Call,0
A9326,33190,23090,245,Tier 3,Low,Average,5,Field,Refused,Call,5462
A9327,78113,77719,190,Tier 3,Low,Average,3,None,Refused,Call,0
A9328,169861,102586,123,Tier 2,Low,Average,1,Call,No Response,Field,0
A9329,62125,47984,141,Tier 2,Medium,Good,6,Legal,Promised,Legal,0
A9330,160000,158985,189,Tier 2,Medium,Average,4,None,Promised,Field,0
A9331,178531,159965,87,Tier 2,High,Good,6,Legal,No Response,Field,0
A9332,196490,195838,229,Tier 2,Medium,Good,2,Legal,Paid,Legal,49183
A9333,141904,139654,151,Tier 3,Low,Poor,2,Call,No Response,Call,0
A9334,48768,36320,52,Tier 1,High,Average,5,Call,No Response,Call,0
A9335,111099,94232,127,Tier 1,Medium,Good,3,Legal,Refused,Field,27006
A9336,188957,104913,68,Tier 1,High,Poor,6,Call,Promised,Field,0
A9337,117421,84610,70,Tier 2,Medium,Poor,1,Legal,Paid,Field,0
A9338,36895,33371,50,Tier 2,Low,Average,4,Call,Refused,Legal,17755
A9339,101017,76032,283,Tier 2,High,Poor,6,Field,Paid,Call,0
A9340,53932,45914,197,Tier 1,High,Poor,4,Call,Refused,Field,0
A9341,51360,44830,196,Tier 2,Medium,Average,3,Call,No Response,Legal,0
A9342,84847,53176,237,Tier 2,Low,Poor,5,Field,Paid,Legal,0
A9343,120365,112884,173,Tier 2,Low,Average,6,Field,Paid,Call,0
A9344,115468,84281,295,Tier 3,Medium,Average,3,Call,No Response,Call,0
A9345,68931,41709,111,Tier 1,Medium,Poor,5,Call,Paid,Field,15426
A9346,85823,80047,276,Tier 1,Medium,Poor,5,Field,Refused,Call,0
A9347,68032,48228,133,Tier 1,Low,Average,6,Legal,Refused,Legal,0
A9348,48807,42713,162,Tier 1,High,Poor,1,Call,No Response,Field,14568
A9349,172839,133780,188,Tier 1,High,Poor,1,Field,Refused,Call,77363
A9350,169143,116866,75,Tier 1,Medium,Good,4,Call,Promised,Call,65222
A9351,83413,75483,108,Tier 2,Low,Poor,2,None,Refused,Call,0
A9352,187221,148323,33,Tier 1,Low,Poor,6,Call,Refused,Call,59765
A9353,45540,31663,258,Tier 3,Medium,Average,5,Call,No Response,Call,0
A9354,100248,55617,174,Tier 1,Medium,Good,4,Call,Promised,Legal,42397
A9355,140494,133149,103,Tier 1,Medium,Average,6,Legal,No Response,Call,0
A9356,115435,59764,133,Tier 1,Medium,Good,2,None,Refused,Legal,0
A9357,49787,46381,165,Tier 3,Low,Average,4,Legal,Paid,Field,0
A9358,50982,34666,258,Tier 2,Medium,Good,5,Field,Promised,Legal,15215
A9359,52606,43119,280,Tier 2,Medium,Average,2,Call,No Response,Call,0
A9360,171222,164561,67,Tier 1,Medium,Poor,3,Call,No Response,Call,0
A9361,142223,81899,204,Tier 2,Low,Poor,1,None,Promised,Field,0
A9362,76936,60277,210,Tier 2,High,Good,1,Field,Refused,Call,0
A9363,123286,108764,81,Tier 1,Medium,Poor,7,Call,Refused,Call,0
A9364,169665,149100,256,Tier 2,Medium,Average,2,Field,Paid,Legal,0
A9365,178430,136109,107,Tier 1,Medium,Poor,6,Call,Refused,Call,0
A9366,67381,54738,90,Tier 1,Low,Good,2,Legal,Promised,Field,0
A9367,151465,133101,74,Tier 2,Low,Average,5,Field,Promised,Legal,0
A9368,58074,53457,14,Tier 3,Medium,Average,2,Call,Paid,Field,16770
A9369,181667,160031,293,Tier 2,Low,Average,6,Call,No Response,Call,0
A9370,74194,50229,90,Tier 1,Medium,Good,1,Legal,Refused,Field,0
A9371,56853,56759,96,Tier 1,Medium,Poor,5,Call,Promised,Field,0
A9372,103719,74392,290,Tier 3,High,Average,6,Call,No Response,Call,0
A9373,181733,93089,206,Tier 1,Medium,Poor,4,Call,Promised,Call,0
A9374,148724,101326,261,Tier 3,Medium,Average,7,Call,Paid,Field,0
A9375,197567,111406,92,Tier 2,High,Good,1,Field,Refused,Field,81688
A9376,43703,24505,36,Tier 2,Medium,Good,7,Field,No Response,Call,0
A9377,191887,122954,191,Tier 1,Medium,Average,3,None,No Response,Legal,0
A9378,190637,100406,144,Tier 1,Medium,Poor,5,Legal,No Response,Field,0
A9379,147491,124520,99,Tier 2,Low,Poor,3,Field,Paid,Call,0
A9380,88453,47498,215,Tier 3,Medium,Poor,2,Legal,Promised,Call,29509
A9381,118478,71281,36,Tier 1,Medium,Average,4,Legal,Promised,Field,46285
A9382,63161,34514,68,Tier 2,Medium,Good,7,Field,Refused,Field,24483
A9383,144296,76705,81,Tier 2,Low,Good,2,Call,No Response,Call,0
A9384,170788,108258,236,Tier 2,Medium,Poor,1,Call,No Response,Field,0
A9385,63349,49789,100,Tier 2,Medium,Good,4,Call,No Response,Call,33742
A9386,77098,75736,77,Tier 2,Medium,Good,6,None,Refused,Call,0
A9387,138435,129821,269,Tier 3,Low,Poor,1,Call,Promised,Field,91999
A9388,161204,151204,155,Tier 1,High,Good,4,Legal,Promised,Field,0
A9389,81990,48212,72,Tier 3,Low,Poor,3,Legal,Promised,Field,0
A9390,98921,62562,189,Tier 2,High,Good,1,Field,Refused,Call,21058
A9391,197610,106353,120,Tier 2,Medium,Average,6,Call,Refused,Field,0
A9392,130572,116109,200,Tier 1,Low,Good,1,Call,No Response,Call,66122
A9393,37213,19905,255,Tier 2,Low,Poor,7,Legal,Promised,Call,0
A9394,154693,120404,287,Tier 1,Medium,Average,7,Field,Promised,Legal,0
A9395,121655,75905,132,Tier 1,High,Good,2,Field,Promised,Call,0
A9396,98371,61159,66,Tier 1,High,Good,6,Call,Refused,Field,0
A9397,98274,97818,169,Tier 3,Low,Poor,5,Call,Refused,Legal,0
A9398,137853,121088,136,Tier 2,Medium,Poor,6,Call,No Response,Legal,0
A9399,34134,31351,234,Tier 3,Low,Average,1,Field,Promised,Legal,0
A9400,121428,95441,104,Tier 2,Low,Average,6,Field,Refused,Legal,0
A9401,69601,65112,15,Tier 3,High,Average,7,None,No Response,Call,0
A9402,103889,85474,274,Tier 3,High,Poor,7,None,Paid,Call,51747
A9403,45690,44460,243,Tier 1,Medium,Poor,4,Field,Promised,Call,0
A9404,31909,20443,297,Tier 1,Low,Good,2,Legal,No Response,Call,0
A9405,121239,96707,25,Tier 2,Medium,Poor,5,Legal,Refused,Field,0
A9406,110032,92984,149,Tier 1,Medium,Poor,7,Legal,No Response,Call,0
A9407,42062,29294,204,Tier 3,High,Average,1,Call,Promised,Call,11003
A9408,105386,99047,195,Tier 1,High,Average,3,Call,Promised,Field,0
A9409,195803,193825,134,Tier 2,Medium,Poor,6,Call,Paid,Call,0
A9410,166225,124150,26,Tier 3,Low,Poor,2,None,Refused,Call,98894
A9411,171553,119284,35,Tier 1,High,Good,6,Legal,Paid,Legal,81632
A9412,129270,95138,222,Tier 1,Medium,Average,3,Call,Paid,Field,0
A9413,96425,89325,10,Tier 1,Medium,Poor,4,Call,No Response,Call,0
A9414,114981,94598,274,Tier 2,Low,Poor,2,Field,Promised,Field,70832
A9415,134470,70245,47,Tier 1,Low,Poor,2,Call,Promised,Call,0
A9416,189277,145948,242,Tier 2,Low,Poor,2,Call,No Response,Call,0
A9417,118887,60471,269,Tier 2,Low,Average,5,Legal,Refused,Call,0
A9418,111542,99190,270,Tier 2,Medium,Average,6,Call,Promised,Call,0
A9419,79112,52542,247,Tier 1,Medium,Poor,5,Call,Refused,Call,0
A9420,172012,126601,115,Tier 1,Medium,Poor,1,None,No Response,Call,36873
A9421,89010,80050,256,Tier 2,Low,Poor,3,Legal,Refused,Field,0
A9422,54485,28507,47,Tier 1,Low,Poor,6,Call,No Response,Call,6346
A9423,119299,69106,55,Tier 3,Medium,Average,7,None,No Response,Call,0
